"KMETIJSKE KULTURE","LETO","STATISTIÈNA REGIJA",Povpreèni pridelek (t/ha) pomembnejših kmetijskih kultur
"Belo zelje","2016","Goriška",24.5
"Belo zelje","2016","Obalno-kraška",24.0
"Belo zelje","2017","Pomurska",25.8
"Belo zelje","2017","Podravska",27.9
"Belo zelje","2017","Koroška",23.3
"Belo zelje","2017","Savinjska",23.4
"Belo zelje","2017","Zasavska",12.7
"Belo zelje","2017","Posavska",24.5
"Belo zelje","2017","Jugovzhodna Slovenija",18.5
"Belo zelje","2017","Osrednjeslovenska",37.4
"Belo zelje","2017","Gorenjska",52.0
"Belo zelje","2017","Primorsko-notranjska",28.2
"Belo zelje","2017","Goriška",21.5
"Belo zelje","2017","Obalno-kraška",22.7
"Belo zelje","2018","Pomurska",37.3
"Belo zelje","2018","Podravska",33.1
"Belo zelje","2018","Koroška",23.7
"Belo zelje","2018","Savinjska",26.3
"Belo zelje","2018","Zasavska",12.7
"Belo zelje","2018","Posavska",26.7
"Belo zelje","2018","Jugovzhodna Slovenija",29.9
"Belo zelje","2018","Osrednjeslovenska",36.5
"Belo zelje","2018","Gorenjska",49.5
"Belo zelje","2018","Primorsko-notranjska",34.7
"Belo zelje","2018","Goriška",20.7
"Belo zelje","2018","Obalno-kraška",28.0
"Belo zelje","2019","Pomurska",34.2
"Belo zelje","2019","Podravska",34.7
"Belo zelje","2019","Koroška",25.8
"Belo zelje","2019","Savinjska",21.3
"Belo zelje","2019","Zasavska",15.2
"Belo zelje","2019","Posavska",26.8
"Belo zelje","2019","Jugovzhodna Slovenija",25.1
"Belo zelje","2019","Osrednjeslovenska",35.2
"Belo zelje","2019","Gorenjska",46.0
"Belo zelje","2019","Primorsko-notranjska",39.0
"Belo zelje","2019","Goriška",20.9
"Belo zelje","2019","Obalno-kraška",27.5
"Grozdje","2010","Pomurska",7.1
"Grozdje","2010","Podravska",5.5
"Grozdje","2010","Koroška",6.5
"Grozdje","2010","Savinjska",7.2
"Grozdje","2010","Zasavska",6.1
"Grozdje","2010","Posavska",6.5
"Grozdje","2010","Jugovzhodna Slovenija",9.2
"Grozdje","2010","Osrednjeslovenska",5.9
"Grozdje","2010","Gorenjska",7.4
"Grozdje","2010","Primorsko-notranjska",5.8
"Grozdje","2010","Goriška",7.2
"Grozdje","2010","Obalno-kraška",5.8
"Grozdje","2011","Pomurska",10.0
"Grozdje","2011","Podravska",7.1
"Grozdje","2011","Koroška",7.1
"Grozdje","2011","Savinjska",6.4
"Grozdje","2011","Zasavska",6.5
"Grozdje","2011","Posavska",6.5
"Grozdje","2011","Jugovzhodna Slovenija",10.5
"Grozdje","2011","Osrednjeslovenska",7.2
"Grozdje","2011","Gorenjska",7.9
"Grozdje","2011","Primorsko-notranjska",6.3
"Grozdje","2011","Goriška",7.3
"Grozdje","2011","Obalno-kraška",5.8
"Grozdje","2012","Pomurska",7.6
"Grozdje","2012","Podravska",6.2
"Grozdje","2012","Koroška",5.4
"Grozdje","2012","Savinjska",6.9
"Grozdje","2012","Zasavska",4.9
"Grozdje","2012","Posavska",6.4
"Grozdje","2012","Jugovzhodna Slovenija",7.3
"Grozdje","2012","Osrednjeslovenska",4.8
"Grozdje","2012","Gorenjska",5.9
"Grozdje","2012","Primorsko-notranjska",4.7
"Grozdje","2012","Goriška",4.3
"Grozdje","2012","Obalno-kraška",3.8
"Grozdje","2013","Pomurska",6.9
"Grozdje","2013","Podravska",6.2
"Grozdje","2013","Koroška",6.4
"Grozdje","2013","Savinjska",5.6
"Grozdje","2013","Zasavska",6.4
"Grozdje","2013","Posavska",7.1
"Grozdje","2013","Jugovzhodna Slovenija",5.9
"Grozdje","2013","Osrednjeslovenska",5.4
"Grozdje","2013","Gorenjska",6.3
"Grozdje","2013","Primorsko-notranjska",6.4
"Grozdje","2013","Goriška",5.6
"Grozdje","2013","Obalno-kraška",6.6
"Grozdje","2014","Pomurska",5.8
"Grozdje","2014","Podravska",5.7
"Grozdje","2014","Koroška",6.2
"Grozdje","2014","Savinjska",6.0
"Grozdje","2014","Zasavska",6.2
"Grozdje","2014","Posavska",5.3
"Grozdje","2014","Jugovzhodna Slovenija",5.0
"Grozdje","2014","Osrednjeslovenska",4.5
"Grozdje","2014","Gorenjska",6.1
"Grozdje","2014","Primorsko-notranjska",6.2
"Grozdje","2014","Goriška",6.7
"Grozdje","2014","Obalno-kraška",5.6
"Grozdje","2015","Pomurska",7.6
"Grozdje","2015","Podravska",7.7
"Grozdje","2015","Koroška",7.5
"Grozdje","2015","Savinjska",7.4
"Grozdje","2015","Zasavska",5.1
"Grozdje","2015","Posavska",7.8
"Grozdje","2015","Jugovzhodna Slovenija",6.9
"Grozdje","2015","Osrednjeslovenska",7.1
"Grozdje","2015","Gorenjska",7.4
"Grozdje","2015","Primorsko-notranjska",7.5
"Grozdje","2015","Goriška",7.6
"Grozdje","2015","Obalno-kraška",7.0
"Grozdje","2016","Pomurska",5.4
"Grozdje","2016","Podravska",6.2
"Grozdje","2016","Koroška",5.9
"Grozdje","2016","Savinjska",4.6
"Grozdje","2016","Zasavska",4.8
"Grozdje","2016","Posavska",7.3
"Grozdje","2016","Jugovzhodna Slovenija",6.6
"Grozdje","2016","Osrednjeslovenska",3.1
"Grozdje","2016","Gorenjska",6.1
"Grozdje","2016","Primorsko-notranjska",6.0
"Grozdje","2016","Goriška",5.9
"Grozdje","2016","Obalno-kraška",5.4
"Grozdje","2017","Pomurska",6.2
"Grozdje","2017","Podravska",5.9
"Grozdje","2017","Koroška",5.7
"Grozdje","2017","Savinjska",3.2
"Grozdje","2017","Zasavska",5.5
"Grozdje","2017","Posavska",5.1
"Grozdje","2017","Jugovzhodna Slovenija",5.4
"Grozdje","2017","Osrednjeslovenska",6.2
"Grozdje","2017","Gorenjska",5.5
"Grozdje","2017","Primorsko-notranjska",5.6
"Grozdje","2017","Goriška",6.7
"Grozdje","2017","Obalno-kraška",4.4
"Grozdje","2018","Pomurska",7.1
"Grozdje","2018","Podravska",7.7
"Grozdje","2018","Koroška",8.0
"Grozdje","2018","Savinjska",8.3
"Grozdje","2018","Zasavska",4.6
"Grozdje","2018","Posavska",9.6
"Grozdje","2018","Jugovzhodna Slovenija",8.5
"Grozdje","2018","Osrednjeslovenska",8.0
"Grozdje","2018","Gorenjska",8.2
"Grozdje","2018","Primorsko-notranjska",8.1
"Grozdje","2018","Goriška",8.7
"Grozdje","2018","Obalno-kraška",7.2
"Grozdje","2019","Pomurska",7.0
"Grozdje","2019","Podravska",7.6
"Grozdje","2019","Koroška",6.8
"Grozdje","2019","Savinjska",6.7
"Grozdje","2019","Zasavska",4.2
"Grozdje","2019","Posavska",7.3
"Grozdje","2019","Jugovzhodna Slovenija",7.1
"Grozdje","2019","Osrednjeslovenska",6.5
"Grozdje","2019","Gorenjska",6.7
"Grozdje","2019","Primorsko-notranjska",6.7
"Grozdje","2019","Goriška",6.0
"Grozdje","2019","Obalno-kraška",5.9
"Jabolka v intenzivnih sadovnjakih","2010","Pomurska",30.3
"Jabolka v intenzivnih sadovnjakih","2010","Podravska",24.8
"Jabolka v intenzivnih sadovnjakih","2010","Koroška",15.0
"Jabolka v intenzivnih sadovnjakih","2010","Savinjska",29.6
"Jabolka v intenzivnih sadovnjakih","2010","Zasavska",30.0
"Jabolka v intenzivnih sadovnjakih","2010","Posavska",31.8
"Jabolka v intenzivnih sadovnjakih","2010","Jugovzhodna Slovenija",15.2
"Jabolka v intenzivnih sadovnjakih","2010","Osrednjeslovenska",29.7
"Jabolka v intenzivnih sadovnjakih","2010","Gorenjska",25.7
"Jabolka v intenzivnih sadovnjakih","2010","Primorsko-notranjska",28.0
"Jabolka v intenzivnih sadovnjakih","2010","Goriška",26.9
"Jabolka v intenzivnih sadovnjakih","2010","Obalno-kraška",29.7
"Jabolka v intenzivnih sadovnjakih","2011","Pomurska",29.3
"Jabolka v intenzivnih sadovnjakih","2011","Podravska",28.8
"Jabolka v intenzivnih sadovnjakih","2011","Koroška",23.0
"Jabolka v intenzivnih sadovnjakih","2011","Savinjska",26.0
"Jabolka v intenzivnih sadovnjakih","2011","Zasavska",30.0
"Jabolka v intenzivnih sadovnjakih","2011","Posavska",35.7
"Jabolka v intenzivnih sadovnjakih","2011","Jugovzhodna Slovenija",12.2
"Jabolka v intenzivnih sadovnjakih","2011","Osrednjeslovenska",34.0
"Jabolka v intenzivnih sadovnjakih","2011","Gorenjska",23.2
"Jabolka v intenzivnih sadovnjakih","2011","Primorsko-notranjska",30.0
"Jabolka v intenzivnih sadovnjakih","2011","Goriška",27.9
"Jabolka v intenzivnih sadovnjakih","2011","Obalno-kraška",34.1
"Jabolka v intenzivnih sadovnjakih","2012","Pomurska",20.3
"Jabolka v intenzivnih sadovnjakih","2012","Podravska",19.2
"Jabolka v intenzivnih sadovnjakih","2012","Koroška",20.0
"Jabolka v intenzivnih sadovnjakih","2012","Savinjska",17.4
"Jabolka v intenzivnih sadovnjakih","2012","Zasavska",20.0
"Jabolka v intenzivnih sadovnjakih","2012","Posavska",25.7
"Jabolka v intenzivnih sadovnjakih","2012","Jugovzhodna Slovenija",14.6
"Jabolka v intenzivnih sadovnjakih","2012","Osrednjeslovenska",23.3
"Jabolka v intenzivnih sadovnjakih","2012","Gorenjska",17.2
"Jabolka v intenzivnih sadovnjakih","2012","Primorsko-notranjska",20.5
"Jabolka v intenzivnih sadovnjakih","2012","Goriška",20.7
"Jabolka v intenzivnih sadovnjakih","2012","Obalno-kraška",5.6
"Jabolka v intenzivnih sadovnjakih","2013","Pomurska",22.5
"Jabolka v intenzivnih sadovnjakih","2013","Podravska",23.8
"Jabolka v intenzivnih sadovnjakih","2013","Koroška",25.8
"Jabolka v intenzivnih sadovnjakih","2013","Savinjska",25.3
"Jabolka v intenzivnih sadovnjakih","2013","Zasavska",25.8
"Jabolka v intenzivnih sadovnjakih","2013","Posavska",36.5
"Jabolka v intenzivnih sadovnjakih","2013","Jugovzhodna Slovenija",9.9
"Jabolka v intenzivnih sadovnjakih","2013","Osrednjeslovenska",25.1
"Jabolka v intenzivnih sadovnjakih","2013","Gorenjska",21.7
"Jabolka v intenzivnih sadovnjakih","2013","Primorsko-notranjska",29.1
"Jabolka v intenzivnih sadovnjakih","2013","Goriška",19.4
"Jabolka v intenzivnih sadovnjakih","2013","Obalno-kraška",23.4
"Jabolka v intenzivnih sadovnjakih","2014","Pomurska",25.2
"Jabolka v intenzivnih sadovnjakih","2014","Podravska",25.8
"Jabolka v intenzivnih sadovnjakih","2014","Koroška",10.0
"Jabolka v intenzivnih sadovnjakih","2014","Savinjska",29.1
"Jabolka v intenzivnih sadovnjakih","2014","Zasavska",30.0
"Jabolka v intenzivnih sadovnjakih","2014","Posavska",31.2
"Jabolka v intenzivnih sadovnjakih","2014","Jugovzhodna Slovenija",23.5
"Jabolka v intenzivnih sadovnjakih","2014","Osrednjeslovenska",28.8
"Jabolka v intenzivnih sadovnjakih","2014","Gorenjska",25.8
"Jabolka v intenzivnih sadovnjakih","2014","Primorsko-notranjska",36.8
"Jabolka v intenzivnih sadovnjakih","2014","Goriška",27.7
"Jabolka v intenzivnih sadovnjakih","2014","Obalno-kraška",30.6
"Jabolka v intenzivnih sadovnjakih","2015","Pomurska",37.1
"Jabolka v intenzivnih sadovnjakih","2015","Podravska",32.1
"Jabolka v intenzivnih sadovnjakih","2015","Koroška",15.0
"Jabolka v intenzivnih sadovnjakih","2015","Savinjska",39.9
"Jabolka v intenzivnih sadovnjakih","2015","Zasavska",26.3
"Jabolka v intenzivnih sadovnjakih","2015","Posavska",32.9
"Jabolka v intenzivnih sadovnjakih","2015","Jugovzhodna Slovenija",33.6
"Jabolka v intenzivnih sadovnjakih","2015","Osrednjeslovenska",33.6
"Jabolka v intenzivnih sadovnjakih","2015","Gorenjska",29.5
"Jabolka v intenzivnih sadovnjakih","2015","Primorsko-notranjska",31.5
"Jabolka v intenzivnih sadovnjakih","2015","Goriška",30.1
"Jabolka v intenzivnih sadovnjakih","2015","Obalno-kraška",34.0
"Jabolka v intenzivnih sadovnjakih","2016","Pomurska",11.3
"Jabolka v intenzivnih sadovnjakih","2016","Podravska",15.0
"Jabolka v intenzivnih sadovnjakih","2016","Koroška",5.0
"Jabolka v intenzivnih sadovnjakih","2016","Savinjska",5.0
"Jabolka v intenzivnih sadovnjakih","2016","Zasavska",30.0
"Jabolka v intenzivnih sadovnjakih","2016","Posavska",27.1
"Jabolka v intenzivnih sadovnjakih","2016","Jugovzhodna Slovenija",29.6
"Jabolka v intenzivnih sadovnjakih","2016","Osrednjeslovenska",28.2
"Jabolka v intenzivnih sadovnjakih","2016","Gorenjska",25.8
"Jabolka v intenzivnih sadovnjakih","2016","Primorsko-notranjska",29.5
"Jabolka v intenzivnih sadovnjakih","2016","Goriška",29.7
"Jabolka v intenzivnih sadovnjakih","2016","Obalno-kraška",25.9
"Jabolka v intenzivnih sadovnjakih","2017","Pomurska",5.5
"Jabolka v intenzivnih sadovnjakih","2017","Podravska",7.0
"Jabolka v intenzivnih sadovnjakih","2017","Koroška",5.3
"Jabolka v intenzivnih sadovnjakih","2017","Savinjska",4.7
"Jabolka v intenzivnih sadovnjakih","2017","Zasavska",5.3
"Jabolka v intenzivnih sadovnjakih","2017","Posavska",3.1
"Jabolka v intenzivnih sadovnjakih","2017","Jugovzhodna Slovenija",4.1
"Jabolka v intenzivnih sadovnjakih","2017","Osrednjeslovenska",14.8
"Jabolka v intenzivnih sadovnjakih","2017","Gorenjska",9.5
"Jabolka v intenzivnih sadovnjakih","2017","Primorsko-notranjska",6.7
"Jabolka v intenzivnih sadovnjakih","2017","Goriška",6.8
"Jabolka v intenzivnih sadovnjakih","2017","Obalno-kraška",8.5
"Jabolka v intenzivnih sadovnjakih","2018","Pomurska",33.4
"Jabolka v intenzivnih sadovnjakih","2018","Podravska",32.8
"Jabolka v intenzivnih sadovnjakih","2018","Koroška",37.7
"Jabolka v intenzivnih sadovnjakih","2018","Savinjska",45.2
"Jabolka v intenzivnih sadovnjakih","2018","Zasavska",34.2
"Jabolka v intenzivnih sadovnjakih","2018","Posavska",38.2
"Jabolka v intenzivnih sadovnjakih","2018","Jugovzhodna Slovenija",52.3
"Jabolka v intenzivnih sadovnjakih","2018","Osrednjeslovenska",38.6
"Jabolka v intenzivnih sadovnjakih","2018","Gorenjska",32.2
"Jabolka v intenzivnih sadovnjakih","2018","Primorsko-notranjska",35.4
"Jabolka v intenzivnih sadovnjakih","2018","Goriška",30.7
"Jabolka v intenzivnih sadovnjakih","2018","Obalno-kraška",41.2
"Jabolka v intenzivnih sadovnjakih","2019","Pomurska",29.8
"Jabolka v intenzivnih sadovnjakih","2019","Podravska",22.0
"Jabolka v intenzivnih sadovnjakih","2019","Koroška",0.5
"Jabolka v intenzivnih sadovnjakih","2019","Savinjska",29.1
"Jabolka v intenzivnih sadovnjakih","2019","Zasavska",22.6
"Jabolka v intenzivnih sadovnjakih","2019","Posavska",23.5
"Jabolka v intenzivnih sadovnjakih","2019","Jugovzhodna Slovenija",18.7
"Jabolka v intenzivnih sadovnjakih","2019","Osrednjeslovenska",23.7
"Jabolka v intenzivnih sadovnjakih","2019","Gorenjska",10.6
"Jabolka v intenzivnih sadovnjakih","2019","Primorsko-notranjska",23.7
"Jabolka v intenzivnih sadovnjakih","2019","Goriška",20.3
"Jabolka v intenzivnih sadovnjakih","2019","Obalno-kraška",23.8
"Oljke","2010","Pomurska",-
"Oljke","2010","Podravska",-
"Oljke","2010","Koroška",-
"Oljke","2010","Savinjska",-
"Oljke","2010","Zasavska",-
"Oljke","2010","Posavska",-
"Oljke","2010","Jugovzhodna Slovenija",-
"Oljke","2010","Osrednjeslovenska",-
"Oljke","2010","Gorenjska",-
"Oljke","2010","Primorsko-notranjska",-
"Oljke","2010","Goriška",2.4
"Oljke","2010","Obalno-kraška",2.1
"Oljke","2011","Pomurska",-
"Oljke","2011","Podravska",-
"Oljke","2011","Koroška",-
"Oljke","2011","Savinjska",-
"Oljke","2011","Zasavska",-
"Oljke","2011","Posavska",-
"Oljke","2011","Jugovzhodna Slovenija",-
"Oljke","2011","Osrednjeslovenska",-
"Oljke","2011","Gorenjska",-
"Oljke","2011","Primorsko-notranjska",-
"Oljke","2011","Goriška",1.6
"Oljke","2011","Obalno-kraška",1.9
"Oljke","2012","Pomurska",-
"Oljke","2012","Podravska",-
"Oljke","2012","Koroška",-
"Oljke","2012","Savinjska",-
"Oljke","2012","Zasavska",-
"Oljke","2012","Posavska",-
"Oljke","2012","Jugovzhodna Slovenija",-
"Oljke","2012","Osrednjeslovenska",-
"Oljke","2012","Gorenjska",-
"Oljke","2012","Primorsko-notranjska",-
"Oljke","2012","Goriška",0.9
"Oljke","2012","Obalno-kraška",0.8
"Oljke","2013","Pomurska",-
"Oljke","2013","Podravska",-
"Oljke","2013","Koroška",-
"Oljke","2013","Savinjska",-
"Oljke","2013","Zasavska",-
"Oljke","2013","Posavska",-
"Oljke","2013","Jugovzhodna Slovenija",-
"Oljke","2013","Osrednjeslovenska",-
"Oljke","2013","Gorenjska",-
"Oljke","2013","Primorsko-notranjska",-
"Oljke","2013","Goriška",1.3
"Oljke","2013","Obalno-kraška",1.6
"Oljke","2014","Pomurska",-
"Oljke","2014","Podravska",-
"Oljke","2014","Koroška",-
"Oljke","2014","Savinjska",-
"Oljke","2014","Zasavska",-
"Oljke","2014","Posavska",-
"Oljke","2014","Jugovzhodna Slovenija",-
"Oljke","2014","Osrednjeslovenska",-
"Oljke","2014","Gorenjska",-
"Oljke","2014","Primorsko-notranjska",-
"Oljke","2014","Goriška",1.1
"Oljke","2014","Obalno-kraška",0.8
"Oljke","2015","Pomurska",-
"Oljke","2015","Podravska",-
"Oljke","2015","Koroška",-
"Oljke","2015","Savinjska",-
"Oljke","2015","Zasavska",-
"Oljke","2015","Posavska",-
"Oljke","2015","Jugovzhodna Slovenija",-
"Oljke","2015","Osrednjeslovenska",-
"Oljke","2015","Gorenjska",-
"Oljke","2015","Primorsko-notranjska",-
"Oljke","2015","Goriška",1.1
"Oljke","2015","Obalno-kraška",1.5
"Oljke","2016","Pomurska",-
"Oljke","2016","Podravska",-
"Oljke","2016","Koroška",-
"Oljke","2016","Savinjska",-
"Oljke","2016","Zasavska",-
"Oljke","2016","Posavska",-
"Oljke","2016","Jugovzhodna Slovenija",-
"Oljke","2016","Osrednjeslovenska",-
"Oljke","2016","Gorenjska",-
"Oljke","2016","Primorsko-notranjska",-
"Oljke","2016","Goriška",2.1
"Oljke","2016","Obalno-kraška",1.3
"Oljke","2017","Pomurska",-
"Oljke","2017","Podravska",-
"Oljke","2017","Koroška",-
"Oljke","2017","Savinjska",-
"Oljke","2017","Zasavska",-
"Oljke","2017","Posavska",-
"Oljke","2017","Jugovzhodna Slovenija",-
"Oljke","2017","Osrednjeslovenska",-
"Oljke","2017","Gorenjska",-
"Oljke","2017","Primorsko-notranjska",-
"Oljke","2017","Goriška",2.0
"Oljke","2017","Obalno-kraška",1.3
"Oljke","2018","Pomurska",-
"Oljke","2018","Podravska",-
"Oljke","2018","Koroška",-
"Oljke","2018","Savinjska",-
"Oljke","2018","Zasavska",-
"Oljke","2018","Posavska",-
"Oljke","2018","Jugovzhodna Slovenija",-
"Oljke","2018","Osrednjeslovenska",-
"Oljke","2018","Gorenjska",-
"Oljke","2018","Primorsko-notranjska",-
"Oljke","2018","Goriška",3.9
"Oljke","2018","Obalno-kraška",2.9
"Oljke","2019","Pomurska",-
"Oljke","2019","Podravska",-
"Oljke","2019","Koroška",-
"Oljke","2019","Savinjska",-
"Oljke","2019","Zasavska",-
"Oljke","2019","Posavska",-
"Oljke","2019","Jugovzhodna Slovenija",-
"Oljke","2019","Osrednjeslovenska",-
"Oljke","2019","Gorenjska",-
"Oljke","2019","Primorsko-notranjska",-
"Oljke","2019","Goriška",0.8
"Oljke","2019","Obalno-kraška",1.5
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Pomurska",10.0
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Podravska",10.1
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Koroška",-
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Savinjska",19.3
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Zasavska",16.3
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Posavska",13.2
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Jugovzhodna Slovenija",18.5
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Osrednjeslovenska",16.3
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Gorenjska",16.3
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Primorsko-notranjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Goriška",17.3
"Breskve in nektarine v intenzivnih sadovnjakih","2010","Obalno-kraška",12.9
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Pomurska",16.7
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Podravska",11.6
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Koroška",-
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Savinjska",21.7
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Zasavska",16.5
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Posavska",12.9
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Jugovzhodna Slovenija",17.7
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Osrednjeslovenska",12.3
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Gorenjska",16.5
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Primorsko-notranjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Goriška",17.6
"Breskve in nektarine v intenzivnih sadovnjakih","2011","Obalno-kraška",13.5
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Pomurska",10.9
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Podravska",9.4
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Koroška",-
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Savinjska",19.0
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Zasavska",13.6
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Posavska",18.0
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Jugovzhodna Slovenija",13.1
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Osrednjeslovenska",10.0
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Gorenjska",10.0
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Primorsko-notranjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Goriška",14.3
"Breskve in nektarine v intenzivnih sadovnjakih","2012","Obalno-kraška",8.3
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Pomurska",12.3
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Podravska",8.8
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Koroška",-
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Savinjska",13.2
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Zasavska",14.5
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Posavska",13.2
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Jugovzhodna Slovenija",15.0
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Osrednjeslovenska",10.0
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Gorenjska",14.5
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Primorsko-notranjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Goriška",16.2
"Breskve in nektarine v intenzivnih sadovnjakih","2013","Obalno-kraška",7.5
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Pomurska",10.8
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Podravska",8.7
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Koroška",-
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Savinjska",18.2
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Zasavska",11.9
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Posavska",10.1
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Jugovzhodna Slovenija",20.1
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Osrednjeslovenska",11.9
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Gorenjska",11.9
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Primorsko-notranjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Goriška",12.4
"Breskve in nektarine v intenzivnih sadovnjakih","2014","Obalno-kraška",8.7
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Pomurska",12.6
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Podravska",13.2
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Koroška",17.7
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Savinjska",16.1
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Zasavska",17.7
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Posavska",13.4
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Jugovzhodna Slovenija",17.2
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Osrednjeslovenska",17.7
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Gorenjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Primorsko-notranjska",17.7
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Goriška",19.6
"Breskve in nektarine v intenzivnih sadovnjakih","2015","Obalno-kraška",14.3
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Pomurska",4.4
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Podravska",6.5
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Koroška",16.2
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Savinjska",12.8
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Zasavska",16.2
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Posavska",11.9
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Jugovzhodna Slovenija",10.1
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Osrednjeslovenska",16.2
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Gorenjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Primorsko-notranjska",16.2
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Goriška",18.6
"Breskve in nektarine v intenzivnih sadovnjakih","2016","Obalno-kraška",14.3
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Pomurska",0.6
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Podravska",4.6
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Koroška",9.2
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Savinjska",6.3
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Zasavska",9.2
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Posavska",2.8
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Jugovzhodna Slovenija",3.6
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Osrednjeslovenska",8.0
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Gorenjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Primorsko-notranjska",9.2
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Goriška",9.8
"Breskve in nektarine v intenzivnih sadovnjakih","2017","Obalno-kraška",15.1
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Pomurska",9.9
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Podravska",17.4
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Koroška",17.0
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Savinjska",12.2
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Zasavska",17.0
